TransactionAmount,AccountBalance,LoginAttempts,Location,Channel,Cluster
1431.3,1058.1300000000006,1.0,Oklahoma City,ATM,Suspicious
53.81,2564.62,2.0,Raleigh,ATM,Fraud
22.45999999999998,6631.5,1.0,New York,Online,Suspicious
334.89,1661.6800000000003,1.0,Fort Worth,Online,Normal
319.27,5504.01,1.0,Omaha,Online,Fraud
144.3,312.1899999999996,1.0,Oklahoma City,ATM,Suspicious
348.7,2445.58,1.0,Fresno,Branch,Normal
366.21,10862.99,1.0,Oklahoma City,ATM,Suspicious
99.11000000000001,5414.87,1.0,Philadelphia,Online,Fraud
539.35,3919.44,1.0,Milwaukee,ATM,Suspicious
188.99,7315.34,1.0,Oklahoma City,Branch,Suspicious
1416.69,3740.73,1.0,Nashville,ATM,Suspicious
710.14,465.6300000000001,1.0,El Paso,ATM,Normal
308.68,9992.36,1.0,Milwaukee,Online,Suspicious
166.68,5141.19,1.0,Mesa,ATM,Suspicious
0.9900000000000091,4317.85,1.0,Los Angeles,ATM,Suspicious
505.19,5326.68,5.0,Kansas City,ATM,Suspicious
66.57999999999998,1636.3199999999997,1.0,Raleigh,Branch,Fraud
223.43,7932.41,1.0,Dallas,Branch,Normal
659.95,3927.69,1.0,Detroit,Online,Normal
634.86,588.5,1.0,Chicago,ATM,Normal
286.5,8517.95,1.0,Boston,Branch,Normal
322.96,2401.59,1.0,Philadelphia,Branch,Fraud
654.48,6776.41,1.0,Columbus,Branch,Normal
157.97,5529.92,1.0,Philadelphia,Branch,Fraud
120.9,9009.42,1.0,Tucson,Branch,Fraud
254.77,5994.87,1.0,Denver,Branch,Normal
795.96,5468.58,1.0,Raleigh,Online,Fraud
149.25,5677.52,1.0,Omaha,ATM,Fraud
3.420000000000016,14180.21,1.0,San Antonio,Online,Fraud
68.19,9895.1,1.0,Fresno,Online,Normal
493.42,2232.84,1.0,Baltimore,Branch,Normal
37.56999999999999,7739.54,1.0,El Paso,ATM,Normal
127.0,431.15999999999985,5.0,Nashville,Branch,Suspicious
96.88999999999999,6044.93,1.0,Sacramento,ATM,Fraud
448.33,922.1900000000005,1.0,Atlanta,ATM,Normal
1116.48,447.52999999999975,1.0,San Diego,ATM,Fraud
8.649999999999977,10778.35,1.0,Las Vegas,Online,Suspicious
65.57,7513.79,1.0,Miami,Online,Suspicious
539.81,2051.25,1.0,San Francisco,Online,Fraud
363.53,1038.9099999999994,1.0,Kansas City,ATM,Suspicious
64.9,6854.61,1.0,Detroit,Branch,Normal
358.18,619.8599999999997,1.0,Boston,ATM,Normal
167.2,11320.83,1.0,San Antonio,Branch,Fraud
121.91,14510.8,1.0,Chicago,Branch,Normal
137.57,5103.67,1.0,Louisville,Online,Suspicious
534.62,13793.53,1.0,Oklahoma City,Online,Suspicious
463.9200000000001,2403.39,1.0,Mesa,Online,Suspicious
320.14,3075.97,1.0,Milwaukee,Online,Suspicious
214.93,7835.4,1.0,Albuquerque,Online,Normal
660.02,414.4300000000003,1.0,Nashville,Branch,Suspicious
345.81,6116.8,1.0,Raleigh,Branch,Fraud
143.54,6067.62,1.0,Philadelphia,ATM,Fraud
42.55000000000004,7341.43,1.0,Seattle,Branch,Fraud
1063.2499999999998,1240.71,1.0,Omaha,Online,Fraud
541.79,1454.08,1.0,Mesa,ATM,Suspicious
40.56999999999999,1476.9099999999999,1.0,Columbus,Branch,Normal
120.24000000000001,1943.13,2.0,Milwaukee,Branch,Suspicious
498.67,1719.9700000000003,1.0,Miami,Online,Suspicious
227.22,832.8199999999997,1.0,El Paso,ATM,Normal
1182.86,7696.16,1.0,Tucson,Online,Fraud
56.94,7004.63,1.0,Charlotte,Online,Normal
629.8199999999999,6385.69,1.0,Colorado Springs,ATM,Normal
59.44,5472.03,1.0,Chicago,Online,Normal
186.69,8602.22,1.0,New York,Branch,Suspicious
230.46,162.52999999999975,1.0,Mesa,Online,Suspicious
65.09,9370.9,1.0,Seattle,Online,Fraud
457.09,8570.82,1.0,Nashville,Online,Suspicious
552.02,522.0799999999999,1.0,Chicago,ATM,Normal
377.12,836.6700000000001,1.0,Houston,ATM,Suspicious
204.56,364.72000000000025,1.0,San Diego,Branch,Fraud
420.28,8557.32,1.0,Washington,Branch,Fraud
97.09,1579.5699999999997,4.0,Fort Worth,ATM,Normal
124.59,129.28999999999996,1.0,Charlotte,Branch,Normal
73.88,6474.41,1.0,Charlotte,Online,Normal
77.43,1380.21,1.0,Raleigh,Online,Fraud
106.15999999999997,7487.79,4.0,Phoenix,ATM,Fraud
245.93,7986.63,1.0,Fresno,Branch,Normal
622.41,7322.01,1.0,Indianapolis,ATM,Suspicious
43.72999999999999,9929.43,1.0,Omaha,ATM,Fraud
1282.86,1830.98,1.0,Austin,Branch,Normal
2.0299999999999727,3012.31,1.0,Detroit,ATM,Normal
770.65,7198.8,1.0,Jacksonville,Online,Suspicious
260.31,10980.38,1.0,Austin,Branch,Normal
356.1,868.3500000000004,1.0,Fort Worth,Branch,Normal
27.069999999999993,3773.29,1.0,Virginia Beach,Branch,Fraud
119.88999999999999,6697.77,1.0,Tucson,ATM,Fraud
106.38999999999999,9410.99,1.0,Virginia Beach,Online,Fraud
12.04000000000002,6213.32,1.0,Fort Worth,Online,Normal
365.7,368.77999999999975,2.0,Houston,Branch,Suspicious
29.379999999999995,1663.31,1.0,Baltimore,Branch,Normal
319.85,711.6599999999999,1.0,Denver,ATM,Normal
350.14,2403.25,1.0,Los Angeles,Online,Suspicious
163.94,5957.37,1.0,Virginia Beach,Branch,Fraud
170.53,801.0100000000002,1.0,Oklahoma City,Branch,Suspicious
262.22,5711.71,1.0,Baltimore,ATM,Normal
41.49000000000001,928.3299999999999,1.0,Albuquerque,Online,Normal
121.43,7365.28,1.0,Sacramento,Branch,Fraud
350.46,5839.38,1.0,Nashville,Branch,Suspicious
220.40999999999997,5116.98,1.0,El Paso,Online,Normal
33.45999999999998,3641.07,1.0,Seattle,ATM,Fraud
104.79000000000002,1352.19,1.0,Denver,ATM,Normal
246.27,7299.86,1.0,Fresno,Online,Normal
48.849999999999994,1503.56,1.0,Dallas,ATM,Normal
332.0,5943.13,1.0,Charlotte,ATM,Normal
118.1,895.6599999999999,1.0,Memphis,Online,Suspicious
84.59,5669.1,1.0,Las Vegas,Branch,Suspicious
295.64,1061.96,1.0,Jacksonville,Online,Suspicious
514.33,1592.94,1.0,Philadelphia,Branch,Fraud
992.1700000000001,6215.96,1.0,San Antonio,ATM,Fraud
94.58999999999997,6171.89,1.0,Washington,Online,Fraud
80.43,5987.67,1.0,Columbus,Branch,Normal
54.25,14783.33,1.0,Virginia Beach,Online,Fraud
178.88,4708.29,4.0,Dallas,Branch,Normal
518.85,1806.0,1.0,Kansas City,Online,Suspicious
10.649999999999977,13240.719999999998,1.0,Louisville,Online,Suspicious
198.62,1196.0699999999997,1.0,Tucson,Branch,Fraud
107.03,1408.0699999999997,1.0,Miami,Branch,Suspicious
139.57,271.77999999999975,3.0,Fort Worth,ATM,Normal
312.47,9419.27,4.0,Milwaukee,ATM,Suspicious
346.11,9551.64,1.0,Dallas,Branch,Normal
138.06,1070.4700000000007,1.0,Charlotte,Branch,Normal
158.02,9374.24,1.0,New York,ATM,Suspicious
830.01,4253.18,1.0,Chicago,Online,Normal
435.5,6981.03,1.0,Oklahoma City,ATM,Suspicious
110.49000000000001,10483.93,1.0,Raleigh,Online,Fraud
329.4,9588.07,1.0,Denver,Online,Normal
635.4,1238.1099999999997,1.0,Denver,ATM,Normal
769.97,1244.9300000000003,1.0,San Diego,Branch,Fraud
175.07,1040.25,1.0,Colorado Springs,Branch,Normal
7.310000000000002,5757.67,1.0,Las Vegas,Branch,Suspicious
175.14999999999998,1712.65,1.0,Detroit,ATM,Normal
32.54000000000002,1544.88,4.0,Oklahoma City,Online,Suspicious
121.82,13293.829999999998,1.0,Dallas,Online,Normal
56.119999999999976,8839.67,1.0,El Paso,ATM,Normal
424.7,6239.89,1.0,Miami,Online,Suspicious
35.160000000000025,8459.18,1.0,Chicago,Branch,Normal
35.73000000000002,9073.17,1.0,Miami,Branch,Suspicious
3.4399999999999977,7561.33,1.0,Fort Worth,ATM,Normal
1342.25,694.0299999999997,1.0,Fort Worth,Branch,Normal
139.03,2276.57,1.0,Los Angeles,Online,Suspicious
254.92,2791.12,1.0,San Antonio,ATM,Fraud
115.11000000000001,9808.97,1.0,Albuquerque,Online,Normal
171.11,6324.09,1.0,San Francisco,ATM,Fraud
168.54,13406.0,2.0,Oklahoma City,ATM,Suspicious
420.76,6581.55,1.0,Miami,Branch,Suspicious
408.46,3140.79,1.0,Raleigh,Branch,Fraud
1162.42,10357.26,1.0,Detroit,Online,Normal
342.17,461.8299999999999,1.0,New York,Branch,Suspicious
580.71,5670.0,1.0,Philadelphia,ATM,Fraud
821.54,4040.32,1.0,Atlanta,Branch,Normal
253.47,220.51000000000022,1.0,Atlanta,Branch,Normal
22.810000000000002,3634.76,1.0,New York,Online,Suspicious
266.57,7180.48,1.0,Boston,Online,Normal
374.61,1389.71,1.0,Mesa,Online,Suspicious
339.35,5002.7,1.0,Boston,ATM,Normal
810.3600000000001,9239.12,1.0,Columbus,ATM,Normal
9.829999999999984,666.4200000000001,1.0,Memphis,ATM,Suspicious
135.57,11351.64,1.0,Boston,Branch,Normal
340.05,7234.15,1.0,Detroit,ATM,Normal
283.45,2049.51,1.0,Colorado Springs,Branch,Normal
100.99000000000001,8865.27,1.0,New York,ATM,Suspicious
90.88,3908.47,1.0,Albuquerque,Branch,Normal
655.15,5587.44,1.0,Seattle,ATM,Fraud
320.55,438.75,1.0,Milwaukee,Online,Suspicious
41.50999999999999,609.6000000000004,1.0,Phoenix,Online,Fraud
71.52999999999997,2393.73,1.0,Jacksonville,Branch,Suspicious
467.13,3914.84,1.0,Kansas City,Branch,Suspicious
235.4,818.3599999999997,1.0,Detroit,Branch,Normal
159.32,304.4399999999996,1.0,Seattle,Branch,Fraud
50.829999999999984,9553.42,1.0,Philadelphia,Online,Fraud
56.889999999999986,3034.67,1.0,Houston,Branch,Suspicious
20.21999999999997,5515.32,1.0,Jacksonville,ATM,Suspicious
50.400000000000006,1677.0100000000002,1.0,San Antonio,Branch,Fraud
73.88,4055.55,1.0,Los Angeles,Branch,Suspicious
119.60999999999999,9899.94,1.0,San Diego,ATM,Fraud
1241.05,756.7399999999998,1.0,Miami,Branch,Suspicious
116.57999999999998,2620.74,1.0,Raleigh,Branch,Fraud
1919.11,11090.24,1.0,Portland,ATM,Fraud
391.96,2174.16,1.0,Nashville,ATM,Suspicious
156.26,7854.1,1.0,Virginia Beach,Branch,Fraud
427.0,8253.65,1.0,Oklahoma City,Branch,Suspicious
443.68,874.1499999999996,1.0,Tucson,ATM,Fraud
101.75999999999999,6043.25,1.0,Philadelphia,Branch,Fraud
67.57,2766.12,1.0,Charlotte,Branch,Normal
326.29,8171.26,1.0,Denver,Online,Normal
158.56,5401.21,1.0,Sacramento,ATM,Fraud
56.02000000000004,3548.02,1.0,Memphis,Online,Suspicious
288.28,160.82999999999993,1.0,Portland,Online,Fraud
245.67,752.25,1.0,Portland,Branch,Fraud
152.18,2459.84,4.0,Los Angeles,Online,Suspicious
114.35,469.1199999999999,1.0,El Paso,Branch,Normal
373.27,8441.61,1.0,Miami,Online,Suspicious
504.63,3806.16,1.0,Portland,Online,Fraud
126.22,6133.41,4.0,Atlanta,ATM,Normal
820.1500000000001,8802.97,1.0,Kansas City,Branch,Suspicious
986.81,14881.77,1.0,Houston,Online,Suspicious
8.370000000000005,1106.3400000000001,1.0,Colorado Springs,ATM,Normal
197.49,5005.33,1.0,Fresno,Online,Normal
637.97,7949.03,1.0,New York,Branch,Suspicious
13.519999999999982,259.77000000000044,1.0,Seattle,ATM,Fraud
432.1,2114.3,1.0,San Francisco,ATM,Fraud
375.17,5495.3,2.0,Fort Worth,ATM,Normal
642.68,8461.46,1.0,Fresno,Branch,Normal
78.44,6870.84,1.0,San Jose,Online,Fraud
139.72,5058.83,1.0,Memphis,Branch,Suspicious
499.99,8885.0,1.0,San Jose,Branch,Fraud
10.069999999999993,530.8099999999995,1.0,Albuquerque,Online,Normal
120.62,9379.53,1.0,Raleigh,ATM,Fraud
578.49,6475.13,1.0,Nashville,Branch,Suspicious
119.30000000000001,319.03999999999996,5.0,Mesa,Branch,Suspicious
280.92,5298.85,1.0,Phoenix,Online,Fraud
42.420000000000016,490.5699999999997,1.0,Sacramento,Online,Fraud
77.03,11310.27,1.0,Fresno,ATM,Normal
22.589999999999975,3988.75,1.0,Seattle,ATM,Fraud
568.76,7484.32,1.0,Baltimore,ATM,Normal
25.939999999999998,4815.11,5.0,San Jose,Online,Fraud
105.94,5963.1,1.0,Oklahoma City,Branch,Suspicious
733.29,10427.0,5.0,Virginia Beach,ATM,Fraud
350.15,296.47000000000025,1.0,Fresno,ATM,Normal
1151.18,1100.0599999999995,1.0,Kansas City,ATM,Suspicious
183.67,910.2600000000002,1.0,San Diego,Online,Fraud
278.27,6684.34,1.0,Tucson,Branch,Fraud
470.3,8524.09,1.0,Austin,ATM,Normal
261.69,5126.65,1.0,Philadelphia,ATM,Fraud
365.04,873.8900000000003,1.0,Virginia Beach,Branch,Fraud
211.1,7059.77,1.0,Miami,Branch,Suspicious
21.49000000000001,11991.24,1.0,Denver,ATM,Normal
63.579999999999984,8086.04,1.0,Columbus,ATM,Normal
321.86,12626.49,1.0,San Antonio,ATM,Fraud
12.110000000000014,1730.2799999999997,1.0,Jacksonville,Branch,Suspicious
642.54,3143.17,1.0,Milwaukee,Branch,Suspicious
210.45,1242.4899999999998,1.0,Las Vegas,ATM,Suspicious
313.65,1886.3599999999997,1.0,Chicago,Branch,Normal
99.75999999999999,416.8900000000003,1.0,Sacramento,Branch,Fraud
115.32,5929.08,1.0,Denver,Branch,Normal
33.610000000000014,479.0799999999999,1.0,Milwaukee,Online,Suspicious
498.59,5862.99,1.0,Oklahoma City,Online,Suspicious
98.81,797.1000000000004,1.0,San Francisco,Branch,Fraud
1.8700000000000045,7287.94,1.0,Washington,ATM,Fraud
78.92000000000002,5624.86,1.0,Jacksonville,Online,Suspicious
194.29,2988.41,1.0,Seattle,Branch,Fraud
28.730000000000018,2712.96,1.0,Kansas City,ATM,Suspicious
105.53,1433.6599999999999,1.0,Colorado Springs,Online,Normal
737.34,7336.56,1.0,Miami,Online,Suspicious
237.86,475.6300000000001,1.0,Philadelphia,ATM,Fraud
409.61,11698.15,1.0,Kansas City,Branch,Suspicious
75.53,1034.35,1.0,Fresno,Online,Normal
72.75,12042.79,1.0,Phoenix,ATM,Fraud
39.110000000000014,518.54,1.0,Columbus,Online,Normal
1309.79,1258.9300000000003,1.0,San Francisco,ATM,Fraud
729.38,9127.65,1.0,Los Angeles,ATM,Suspicious
137.49,4471.05,1.0,Fort Worth,ATM,Normal
504.71,6214.54,1.0,Detroit,Online,Normal
371.47,1187.04,1.0,Milwaukee,Branch,Suspicious
430.35,354.89999999999964,1.0,Charlotte,Online,Normal
230.32,791.46,1.0,Las Vegas,Branch,Suspicious
121.70999999999998,5878.89,1.0,Chicago,ATM,Normal
98.87,533.1999999999998,1.0,Detroit,Online,Normal
117.55000000000001,897.9400000000005,1.0,Fresno,ATM,Normal
244.64,9159.56,1.0,Tucson,Branch,Fraud
321.93,4392.73,1.0,Nashville,ATM,Suspicious
1092.73,1390.98,1.0,Columbus,Branch,Normal
283.23,2008.77,1.0,El Paso,Online,Normal
346.65,6356.96,1.0,Washington,Online,Fraud
381.62,6009.12,1.0,Las Vegas,Online,Suspicious
388.65,7896.85,1.0,Oklahoma City,ATM,Suspicious
29.21999999999997,1649.4300000000003,1.0,San Antonio,ATM,Fraud
46.75,2840.43,1.0,Colorado Springs,Branch,Normal
348.64,3274.96,1.0,San Jose,Online,Fraud
319.17,6501.56,1.0,Tucson,Online,Fraud
73.94999999999999,363.9200000000001,1.0,Kansas City,ATM,Suspicious
389.63,9748.48,1.0,Mesa,Online,Suspicious
217.61,1404.5299999999997,1.0,Chicago,ATM,Normal
199.84,706.4400000000005,1.0,Dallas,ATM,Normal
56.349999999999994,5095.73,1.0,Charlotte,ATM,Normal
248.95,3059.79,1.0,San Francisco,Branch,Fraud
142.58,7844.23,1.0,San Antonio,ATM,Fraud
1020.73,1119.6099999999992,1.0,Fort Worth,ATM,Normal
84.34,5313.97,3.0,Memphis,Online,Suspicious
1607.55,6227.99,1.0,Phoenix,ATM,Fraud
333.78,6810.94,1.0,San Diego,ATM,Fraud
332.59,1457.0699999999997,1.0,San Antonio,Online,Fraud
236.81,813.6800000000003,1.0,Oklahoma City,Branch,Suspicious
417.8,1518.8199999999997,1.0,Philadelphia,Branch,Fraud
319.27,10269.78,1.0,San Antonio,ATM,Fraud
384.1,672.79,1.0,Detroit,Branch,Normal
820.6200000000001,6024.8,1.0,Fresno,Branch,Normal
474.77,2158.59,1.0,Indianapolis,Online,Suspicious
542.72,6011.8,1.0,Indianapolis,Branch,Suspicious
79.80000000000001,6372.58,1.0,Fort Worth,ATM,Normal
46.24000000000001,2569.56,1.0,San Diego,Branch,Fraud
327.8,10585.48,1.0,San Francisco,ATM,Fraud
445.79,717.9899999999998,1.0,Las Vegas,ATM,Suspicious
55.889999999999986,3689.65,1.0,Fresno,Online,Normal
158.41,1512.1599999999999,1.0,Sacramento,Branch,Fraud
101.19,14389.45,1.0,Denver,Online,Normal
827.1400000000001,9800.21,4.0,El Paso,Branch,Normal
61.97,7014.69,1.0,Phoenix,ATM,Fraud
27.20999999999998,3520.61,1.0,San Jose,ATM,Fraud
173.74,4913.42,1.0,Houston,Online,Suspicious
176.11,9155.35,1.0,San Jose,Branch,Fraud
88.4,2567.53,1.0,Fort Worth,Online,Normal
567.92,3779.47,1.0,Columbus,Online,Normal
138.11,4177.65,1.0,Phoenix,Online,Fraud
456.93,7284.76,1.0,Virginia Beach,Branch,Fraud
101.42000000000002,6530.59,1.0,Atlanta,Online,Normal
300.61,7895.54,1.0,El Paso,Online,Normal
265.94,6781.3,1.0,Boston,Online,Normal
345.54,2091.78,1.0,San Diego,Online,Fraud
411.52,11108.39,1.0,Los Angeles,ATM,Suspicious
111.20999999999998,9088.36,1.0,Portland,Branch,Fraud
316.37,4671.69,1.0,Colorado Springs,ATM,Normal
260.63,7534.73,1.0,Fort Worth,Branch,Normal
92.36000000000001,6353.14,1.0,Dallas,ATM,Normal
262.06,13587.52,1.0,Oklahoma City,Branch,Suspicious
64.5,1351.2399999999998,1.0,Denver,ATM,Normal
253.55,2797.26,5.0,Jacksonville,ATM,Suspicious
408.28,1222.77,3.0,Nashville,Branch,Suspicious
175.94,3728.04,1.0,Indianapolis,ATM,Suspicious
199.47,6067.44,1.0,Detroit,Online,Normal
51.06999999999999,4292.16,1.0,Dallas,Branch,Normal
435.86,3801.82,1.0,Jacksonville,ATM,Suspicious
74.73000000000002,6353.22,1.0,Jacksonville,Branch,Suspicious
182.79,1251.85,1.0,Louisville,Online,Suspicious
628.36,11869.71,1.0,Austin,Online,Normal
268.39,9409.43,1.0,San Antonio,Online,Fraud
362.27,6003.59,1.0,Jacksonville,ATM,Suspicious
560.15,817.8299999999999,1.0,Memphis,Online,Suspicious
351.99,3663.64,2.0,Chicago,ATM,Normal
132.36,319.64999999999964,1.0,Colorado Springs,Branch,Normal
24.769999999999982,478.22999999999956,1.0,Nashville,Online,Suspicious
668.67,13446.81,4.0,Detroit,Online,Normal
80.24000000000001,8012.81,1.0,New York,Branch,Suspicious
8.649999999999977,4201.22,1.0,Mesa,ATM,Suspicious
178.91,8870.89,1.0,Omaha,ATM,Fraud
115.22,906.1999999999998,1.0,San Francisco,Branch,Fraud
161.63,9286.37,1.0,San Jose,Online,Fraud
542.75,2224.08,1.0,Nashville,Branch,Suspicious
317.47,14639.28,1.0,Sacramento,Online,Fraud
280.99,9733.59,1.0,Houston,Branch,Suspicious
24.189999999999998,2756.2,1.0,San Diego,ATM,Fraud
586.85,6655.15,1.0,Mesa,ATM,Suspicious
372.41,3233.87,1.0,San Diego,ATM,Fraud
63.170000000000016,1676.5699999999997,1.0,Fresno,ATM,Normal
383.69,8371.11,1.0,Colorado Springs,Online,Normal
247.17,2611.64,1.0,Chicago,Branch,Normal
48.78,552.0599999999995,1.0,Kansas City,Branch,Suspicious
4.149999999999977,6017.36,1.0,Omaha,Branch,Fraud
60.99000000000001,7281.46,1.0,Oklahoma City,Branch,Suspicious
408.19,6847.47,1.0,Mesa,Branch,Suspicious
524.6,13017.7,1.0,El Paso,Branch,Normal
108.95999999999998,7597.66,1.0,Milwaukee,ATM,Suspicious
70.03,7330.31,1.0,Nashville,Branch,Suspicious
124.84,6711.78,1.0,Louisville,Online,Suspicious
324.04,2248.06,1.0,Virginia Beach,ATM,Fraud
39.69,3524.68,1.0,Austin,Online,Normal
157.7,8332.58,1.0,Omaha,Branch,Fraud
81.26999999999998,1814.48,1.0,Seattle,Online,Fraud
193.82,3886.77,1.0,Kansas City,Branch,Suspicious
16.730000000000018,7591.13,1.0,Omaha,Online,Fraud
474.05,1484.31,1.0,San Jose,ATM,Fraud
39.20999999999998,9385.57,4.0,Miami,ATM,Suspicious
637.75,4202.92,1.0,Dallas,Branch,Normal
153.59,4813.12,1.0,Portland,Branch,Fraud
186.6,9716.68,1.0,Tucson,Branch,Fraud
644.08,1980.62,1.0,Atlanta,Online,Normal
226.66,10216.25,1.0,Austin,Branch,Normal
305.0,944.8299999999999,1.0,Phoenix,ATM,Fraud
233.1,7469.2,1.0,Nashville,Branch,Suspicious
793.13,13389.16,1.0,Memphis,Online,Suspicious
224.19,8475.47,1.0,Houston,ATM,Suspicious
214.83,991.6900000000005,1.0,Tucson,ATM,Fraud
163.46,6953.8,1.0,Baltimore,Branch,Normal
194.99,1370.0299999999997,1.0,Jacksonville,Branch,Suspicious
23.399999999999977,14851.28,4.0,El Paso,ATM,Normal
227.5,11505.35,1.0,Sacramento,Online,Fraud
259.9,914.2799999999997,1.0,Oklahoma City,Online,Suspicious
59.50999999999999,9955.88,1.0,Dallas,Online,Normal
50.629999999999995,4732.81,1.0,Columbus,Online,Normal
1074.95,530.8599999999997,1.0,Jacksonville,Branch,Suspicious
112.93999999999997,3807.84,1.0,San Antonio,Online,Fraud
11.810000000000002,320.25,1.0,Phoenix,ATM,Fraud
329.14,12033.92,1.0,Sacramento,Branch,Fraud
154.24,6109.55,1.0,Mesa,ATM,Suspicious
233.44,1691.88,1.0,Chicago,Online,Normal
141.8,1697.67,1.0,Chicago,ATM,Normal
209.03,8359.5,1.0,Detroit,Branch,Normal
1137.63,1629.12,1.0,Baltimore,ATM,Normal
261.14,6100.08,1.0,San Antonio,ATM,Fraud
101.81,13872.03,1.0,Fort Worth,ATM,Normal
98.70999999999998,10095.23,1.0,Fort Worth,ATM,Normal
87.38,1504.9899999999998,1.0,Atlanta,Branch,Normal
83.38999999999999,13182.11,1.0,Omaha,Branch,Fraud
267.55,4330.04,1.0,Charlotte,Online,Normal
870.05,905.25,1.0,El Paso,ATM,Normal
154.32,6972.5,1.0,Tucson,ATM,Fraud
164.51,3553.69,1.0,Louisville,Branch,Suspicious
758.12,6164.65,1.0,San Francisco,ATM,Fraud
103.75999999999999,9626.14,1.0,Kansas City,Online,Suspicious
583.92,6364.14,1.0,Kansas City,Online,Suspicious
204.06,4351.83,1.0,Washington,Online,Fraud
53.50999999999999,5773.5,1.0,New York,Online,Suspicious
1108.4599999999998,9257.04,1.0,Los Angeles,Branch,Suspicious
52.94999999999999,6335.58,1.0,Charlotte,Online,Normal
120.17000000000002,5403.79,1.0,Portland,ATM,Fraud
220.8,8135.31,1.0,Indianapolis,Online,Suspicious
119.00999999999999,9798.26,1.0,Philadelphia,ATM,Fraud
183.32,137.42000000000007,1.0,Raleigh,ATM,Fraud
858.8800000000001,7015.46,1.0,Jacksonville,Online,Suspicious
11.45999999999998,2356.71,1.0,San Francisco,Online,Fraud
61.370000000000005,4294.44,1.0,Columbus,Branch,Normal
103.07999999999998,9251.38,1.0,Milwaukee,Branch,Suspicious
1.2099999999999795,7542.74,1.0,Atlanta,Branch,Normal
425.18,9880.71,1.0,Colorado Springs,Online,Normal
60.96000000000001,6189.24,1.0,Colorado Springs,ATM,Normal
64.20999999999998,12540.18,1.0,Omaha,ATM,Fraud
523.02,4586.11,1.0,Jacksonville,Online,Suspicious
50.25999999999999,1519.38,1.0,Las Vegas,Branch,Suspicious
110.07999999999996,1447.2600000000002,1.0,Detroit,Branch,Normal
54.47,1131.4199999999996,1.0,Philadelphia,Branch,Fraud
79.75999999999999,10278.75,1.0,Kansas City,Online,Suspicious
16.79000000000002,535.1499999999996,1.0,Detroit,Online,Normal
1531.31,859.8599999999997,4.0,San Diego,Online,Fraud
68.61999999999998,13891.47,1.0,Omaha,Branch,Fraud
157.16,1545.77,1.0,New York,Branch,Suspicious
643.3800000000001,1046.7399999999993,1.0,Detroit,Online,Normal
328.34,2840.45,1.0,San Diego,Online,Fraud
72.68,6216.77,1.0,Seattle,Online,Fraud
354.76,10141.92,1.0,Detroit,Branch,Normal
793.88,1404.06,1.0,Los Angeles,ATM,Suspicious
29.21999999999997,7795.79,1.0,Detroit,ATM,Normal
653.97,3886.65,1.0,Miami,Online,Suspicious
366.43,1560.4499999999998,1.0,Portland,Online,Fraud
120.86000000000001,13566.58,4.0,Colorado Springs,Online,Normal
233.74,4749.54,1.0,Boston,Online,Normal
471.8399999999999,1044.33,1.0,Raleigh,ATM,Fraud
213.4,2012.2399999999998,1.0,Fort Worth,Branch,Normal
254.21,2487.2,1.0,Phoenix,ATM,Fraud
577.73,14977.99,1.0,San Jose,ATM,Fraud
170.26,1969.48,1.0,Chicago,ATM,Normal
337.73,7001.2,4.0,San Antonio,Online,Fraud
330.61,2525.25,1.0,Nashville,Branch,Suspicious
132.33,7457.94,1.0,Phoenix,ATM,Fraud
672.74,5386.52,1.0,Colorado Springs,Branch,Normal
74.04000000000002,1690.23,1.0,Memphis,Online,Suspicious
197.18,3114.92,1.0,Tucson,Online,Fraud
21.149999999999977,3466.74,1.0,Columbus,Branch,Normal
218.37,9942.24,1.0,Houston,ATM,Suspicious
590.01,9791.74,3.0,San Jose,Online,Fraud
697.82,6824.0,1.0,New York,Online,Suspicious
302.76,8583.39,3.0,Sacramento,ATM,Fraud
148.0,1488.65,1.0,Tucson,Branch,Fraud
22.25999999999999,5583.88,1.0,San Antonio,Branch,Fraud
0.8600000000000136,1357.2200000000003,1.0,Colorado Springs,ATM,Normal
757.1,10553.23,1.0,Atlanta,Branch,Normal
38.81,1619.6,1.0,Virginia Beach,Online,Fraud
76.50999999999999,9475.4,4.0,Mesa,Online,Suspicious
32.45999999999998,8656.18,1.0,Charlotte,Online,Normal
1022.75,207.73999999999978,1.0,San Jose,Branch,Fraud
20.639999999999986,949.3800000000001,1.0,Charlotte,Branch,Normal
662.11,1996.38,1.0,Atlanta,Branch,Normal
288.77,8836.51,1.0,Los Angeles,ATM,Suspicious
35.05000000000001,14330.47,1.0,Boston,Branch,Normal
214.73,5368.42,1.0,Los Angeles,ATM,Suspicious
25.379999999999995,8616.05,1.0,Louisville,Branch,Suspicious
617.66,5906.58,1.0,Memphis,ATM,Suspicious
446.39,7863.6,1.0,Houston,ATM,Suspicious
377.92,2254.71,1.0,Raleigh,Branch,Fraud
11.04000000000002,6983.04,1.0,Phoenix,Online,Fraud
275.46,9697.75,1.0,Fort Worth,ATM,Normal
179.76,5909.52,1.0,Philadelphia,Online,Fraud
32.339999999999975,7847.62,1.0,Kansas City,Branch,Suspicious
273.92,4543.56,1.0,Portland,Branch,Fraud
375.45,1307.23,1.0,Fort Worth,Branch,Normal
388.98,1819.9099999999999,1.0,Fresno,ATM,Normal
492.84,577.6700000000001,1.0,Indianapolis,ATM,Suspicious
